Name,Gender,Age,Education_Level,Relationship_Status,Hometown,Unit,Decision_skill_possess,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Compensation_and_Benefits,Work_Life_balance,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,Burnout_rate
Resource 4144,F,53,4,Single,Lebanon,Operarions,Analytical,31,4,29,0,2,6,type3,5,3,-0.9612,-0.4537,3,2,9,3,0.1066
Resource 4145,M,47,4,Married,Lebanon,Logistics,Conceptual,22,3,74,0,1,7,type3,1,3,-0.1048,0.7075,1,4,9,3,0.1109
Resource 4146,M,55,4,Single,Lebanon,IT,Conceptual,32,4,23,0,5,6,type3,3,1,-0.9612,0.7075,2,2,6,3,0.0996
Resource 4147,F,,4,Married,Springfield,Logistics,Behavioral,39,4,62,0,4,8,type4,2,3,-0.1048,-0.4537,2,3,6,3,0.1882
Resource 4148,M,50,2,Married,Clinton,Accounting and Finance,Behavioral,14,1,47,0,2,8,type2,2,2,-0.9612,0.7075,2,1,8,3,0.1803
Resource 4149,M,38,2,Single,Lebanon,Sales,Behavioral,9,4,24,1,4,5,type3,1,4,-0.9612,-0.4537,2,3,7,4,0.3324
Resource 4150,F,37,3,Married,Springfield,IT,Behavioral,14,2,58,1,2,8,type3,3,5,0.7516,0.7075,,3,7,3,0.2837
Resource 4151,F,37,2,Single,Springfield,Logistics,Analytical,12,3,20,1,5,6,type2,1,2,0.7516,0.7075,1,1,8,2,0.4468
Resource 4152,F,26,4,Single,Springfield,Sales,Behavioral,3,3,50,0,3,5,type2,1,3,-0.9612,0.7075,,2,7,3,0.4911
Resource 4153,F,42,3,Married,Springfield,Logistics,Conceptual,14,3,72,1,3,5,type2,1,3,-0.1048,-0.4537,2,2,7,3,0.2225
Resource 4154,F,53,3,Married,Franklin,Sales,Behavioral,21,3,21,1,3,6,type2,3,3,-0.9612,0.7075,2,4,6,3,0.0418
Resource 4155,M,49,3,Married,Springfield,Logistics,Analytical,21,2,39,0,1,7,type2,3,3,0.7516,0.7075,2,2,8,3,0.1967
Resource 4156,M,46,5,Married,Lebanon,IT,Directive,21,2,38,2,5,9,type3,2,2,0.7516,0.7075,2,2,8,3,0.1507
Resource 4157,M,26,2,Married,Lebanon,Logistics,Analytical,2,2,60,0,3,9,type3,4,3,,1.8688,2,2,5,4,0.1181
Resource 4158,F,60,3,Married,Lebanon,Accounting and Finance,Behavioral,26,2,43,1,2,5,type2,1,3,0.7516,-1.615,3,4,9,5,0.1648
Resource 4159,M,51,3,Married,Franklin,IT,Directive,22,2,50,1,2,8,type4,4,4,-0.1048,-0.4537,2,4,7,4,0.2133
Resource 4160,F,22,5,Single,Franklin,Operarions,Conceptual,3,2,56,1,1,2,type2,3,5,-0.1048,-0.4537,,3,6,4,0.1806
Resource 4161,F,37,3,Married,Washington,Quality,Analytical,8,3,64,1,3,7,type3,4,2,-0.9612,-0.4537,2,2,9,4,0.0458
Resource 4162,F,25,3,Single,Lebanon,IT,Analytical,6,2,38,1,4,5,type2,2,3,-0.9612,0.7075,2,3,7,2,0.1665
Resource 4163,M,,5,Single,Franklin,Operarions,Behavioral,8,4,34,1,4,5,type2,1,3,,0.7075,,4,8,3,0.1404
Resource 4164,M,31,3,Married,Washington,IT,Directive,4,1,61,1,3,9,type2,2,5,-1.8176,0.7075,2,2,8,3,0.1905
Resource 4165,F,61,2,Married,Clinton,IT,Behavioral,27,4,23,1,2,4,type3,4,2,,-0.4537,2,3,8,3,0.5871
Resource 4166,F,56,3,Married,Lebanon,R&D,Analytical,20,1,26,1,1,7,type2,1,3,1.6081,0.7075,1,2,8,3,0.9178
Resource 4167,M,19,1,Married,Lebanon,Sales,Analytical,0,0,68,1,3,2,type0,1,5,0.7516,-0.4537,,2,7,3,0.0375
Resource 4168,M,27,3,Married,Franklin,Production,Directive,3,3,52,1,2,5,type2,3,1,0.7516,-0.4537,2,3,8,3,0.2836
Resource 4169,F,21,5,Single,Lebanon,Human Resource Management,Directive,2,2,20,1,1,5,type3,1,3,-0.1048,-0.4537,2,1,9,4,0.2565
Resource 4170,M,64,2,Married,Lebanon,Operarions,Analytical,40,3,53,1,1,2,type2,4,3,-0.1048,1.8688,3,3,7,3,0.151
Resource 4171,F,47,1,Single,Springfield,Logistics,Directive,10,3,42,1,2,7,type2,1,3,0.7516,-0.4537,2,3,8,3,0.1873
Resource 4172,F,34,4,Married,Lebanon,Logistics,Behavioral,6,3,38,1,4,4,type2,2,3,0.7516,0.7075,1,1,8,3,0.0226
Resource 4173,F,54,5,Married,Springfield,Sales,Analytical,19,1,36,1,3,4,type3,3,3,-0.9612,0.7075,2,2,6,3,0.6505
Resource 4174,F,23,2,Single,Lebanon,Logistics,Directive,4,3,27,2,4,3,type3,1,3,-1.8176,0.7075,2,3,8,3,0.0574
Resource 4175,F,42,2,Single,Lebanon,Production,Conceptual,12,1,30,2,2,8,type3,4,3,-0.9612,0.7075,1,1,8,3,0.1184
Resource 4176,F,27,4,Single,Lebanon,Quality,Directive,5,3,23,1,2,4,type4,3,4,0.7516,0.7075,2,2,7,2,0.1165
Resource 4177,F,60,4,Single,Franklin,Logistics,Conceptual,33,3,25,1,2,4,type3,3,3,-0.9612,-0.4537,2,3,5,4,0.0989
Resource 4178,M,43,5,Married,Springfield,Operarions,Analytical,6,3,51,0,3,6,type2,2,4,-0.9612,-0.4537,3,3,8,1,0.0166
Resource 4179,F,54,5,Married,Springfield,Accounting and Finance,Directive,18,1,63,0,3,5,type2,1,3,-1.8176,-0.4537,2,4,8,3,0.0534
Resource 4180,F,24,3,Married,Lebanon,Sales,Conceptual,5,3,64,1,1,6,type4,2,3,-0.1048,-0.4537,,2,8,3,0.0557
Resource 4181,M,52,2,Single,Lebanon,IT,Behavioral,30,1,53,0,2,5,type2,2,5,-0.1048,0.7075,3,2,7,3,0.1114
Resource 4182,F,33,3,Single,Springfield,Accounting and Finance,Conceptual,6,1,50,1,4,6,type2,2,4,0.7516,0.7075,1,4,9,4,0.0363
Resource 4183,M,48,4,Married,Lebanon,Accounting and Finance,Directive,15,4,39,1,3,6,type2,2,3,-0.1048,-0.4537,3,3,5,1,0.1519
Resource 4184,F,,4,Married,Lebanon,IT,Directive,6,3,52,1,5,8,type4,1,5,-0.1048,-2.7762,2,3,8,3,0.0463
Resource 4185,F,35,3,Married,Washington,IT,Analytical,9,2,25,1,1,9,type2,1,4,-0.9612,0.7075,2,4,5,3,0.029
Resource 4186,M,27,4,Single,Lebanon,Logistics,Directive,5,1,65,0,3,8,type3,3,3,0.7516,-0.4537,2,3,7,4,0.1891
Resource 4187,F,47,2,Married,Franklin,IT,Behavioral,16,1,46,0,5,8,type3,3,2,-0.1048,0.7075,3,4,5,4,0.2308
Resource 4188,F,35,3,Married,Franklin,Operarions,Behavioral,12,2,49,2,4,6,type3,3,3,-1.8176,-0.4537,2,4,8,3,0.0532
Resource 4189,F,20,5,Single,Clinton,Logistics,Analytical,1,1,20,2,2,8,type2,4,3,0.7516,0.7075,2,4,7,4,0.1242
Resource 4190,F,35,3,Single,Springfield,R&D,Behavioral,11,3,32,0,2,8,type3,2,3,0.7516,0.7075,2,2,6,2,0.1212
Resource 4191,M,52,2,Single,Lebanon,Logistics,Conceptual,28,4,31,1,2,3,type2,3,3,0.7516,-0.4537,2,3,6,3,0.5205
Resource 4192,F,42,2,Single,Washington,R&D,Conceptual,14,3,51,1,3,6,type2,4,3,0.7516,0.7075,1,3,5,3,0.1098
Resource 4193,F,30,4,Married,Clinton,Purchasing,Directive,6,3,69,1,5,9,type4,1,3,0.7516,-0.4537,2,3,5,3,0.0243
Resource 4194,F,37,4,Married,Clinton,R&D,Analytical,14,3,71,2,3,5,type3,2,3,-1.8176,-0.4537,3,5,7,3,0.0939
Resource 4195,F,27,2,Married,Lebanon,IT,Analytical,3,3,28,2,5,8,type2,3,3,-0.1048,-1.615,3,3,8,3,0.2371
Resource 4196,F,22,5,Single,Franklin,Human Resource Management,Behavioral,3,2,37,1,2,5,type2,3,3,-0.9612,-1.615,,3,6,3,0.144
Resource 4197,F,50,5,Single,Franklin,Purchasing,Directive,23,3,53,0,3,6,type4,2,3,1.6081,0.7075,,3,8,5,0.0766
Resource 4198,M,23,3,Married,Lebanon,Human Resource Management,Conceptual,4,4,20,1,1,4,type2,3,5,0.7516,0.7075,2,2,5,3,0.1808
Resource 4199,M,31,3,Single,Lebanon,Human Resource Management,Behavioral,3,1,31,1,3,5,type3,4,3,0.7516,-0.4537,2,2,8,4,0.1174
Resource 4200,F,33,3,Single,Springfield,Logistics,Directive,10,1,27,1,3,6,type2,2,3,-0.9612,0.7075,1,2,6,5,0.2873
Resource 4201,F,60,1,Married,Franklin,Purchasing,Behavioral,27,4,73,0,1,10,type4,1,3,-0.9612,-0.4537,1,3,8,5,0.2438
Resource 4202,F,59,3,Married,Washington,Sales,Directive,22,4,41,1,5,9,type2,3,3,0.7516,0.7075,2,4,7,3,0.6582
Resource 4203,F,,3,Married,Lebanon,Accounting and Finance,Directive,38,3,25,1,3,5,type3,3,5,0.7516,-0.4537,1,3,9,4,0.1333
Resource 4204,F,32,3,Married,Springfield,Quality,Conceptual,8,4,61,0,3,1,type2,1,3,-0.1048,-0.4537,2,3,5,3,0.2541
Resource 4205,F,54,4,Single,Springfield,Accounting and Finance,Directive,20,2,50,1,4,8,type2,4,4,-1.8176,0.7075,2,3,8,2,0.0216
Resource 4206,F,26,3,Single,Franklin,Logistics,Conceptual,2,2,33,1,3,6,type2,3,3,-1.8176,-0.4537,1,2,9,3,0.7371
Resource 4207,F,40,2,Single,Springfield,Sales,Conceptual,16,1,26,1,5,7,type3,1,4,0.7516,0.7075,2,2,9,3,0.0409
Resource 4208,F,54,1,Married,Springfield,Sales,Directive,24,4,57,1,2,4,type3,3,4,-1.8176,-0.4537,2,2,8,4,0.0061
Resource 4209,F,30,2,Single,Washington,Sales,Directive,8,3,61,0,1,4,type2,3,1,,0.7075,2,3,8,3,0.0929
Resource 4210,F,61,4,Single,Lebanon,IT,Analytical,30,3,72,1,2,6,type3,1,3,,-0.4537,2,3,7,3,0.1754
Resource 4211,F,56,3,Single,Springfield,Sales,Behavioral,33,4,74,1,1,8,type2,1,3,-0.1048,0.7075,1,2,8,4,0.6463
Resource 4212,M,25,4,Single,Lebanon,Purchasing,Conceptual,6,4,35,1,3,4,type4,1,3,-0.1048,0.7075,1,2,8,4,0.0965
Resource 4213,M,35,4,Married,Springfield,Human Resource Management,Analytical,12,3,73,1,1,6,type3,4,3,-0.1048,-0.4537,2,3,7,3,0.1042
Resource 4214,M,21,3,Married,Springfield,Logistics,Analytical,2,2,62,1,3,9,type2,4,3,1.6081,0.7075,2,2,7,3,0.1357
Resource 4215,F,37,3,Married,Washington,Operarions,Behavioral,14,2,66,0,2,4,type2,3,5,0.7516,-0.4537,2,2,8,1,0.0247
Resource 4216,F,27,5,Married,Springfield,Accounting and Finance,Conceptual,5,1,24,0,5,6,type3,2,3,,-1.615,1,3,7,3,0.0208
Resource 4217,F,38,2,Married,Springfield,R&D,Conceptual,15,3,34,2,4,6,type4,1,4,-0.1048,0.7075,1,4,8,4,0.0396
Resource 4218,F,59,1,Married,Springfield,R&D,Conceptual,,1,28,1,2,6,type2,1,3,0.7516,-0.4537,2,1,8,3,0.2445
Resource 4219,M,60,2,Married,Franklin,IT,Conceptual,34,3,30,1,1,8,type2,1,3,,-0.4537,1,2,8,2,0.139
Resource 4220,M,65,3,Married,Clinton,Logistics,Directive,37,2,29,2,4,9,type3,2,2,1.6081,1.8688,3,3,7,2,0.0397
Resource 4221,F,19,5,Single,Washington,IT,Directive,0,0,56,1,3,8,type2,2,3,0.7516,-0.4537,2,5,8,4,0.2375
Resource 4222,M,30,5,Married,Springfield,Sales,Conceptual,,3,64,1,4,1,type4,1,3,0.7516,-0.4537,2,3,8,3,0.0204
Resource 4223,F,,3,Single,Lebanon,Human Resource Management,Directive,20,4,34,1,1,6,type2,4,4,,-0.4537,2,3,7,3,0.0456
Resource 4224,M,60,3,Single,Washington,Sales,Conceptual,37,4,73,1,1,1,type2,4,3,0.7516,-0.4537,2,5,8,2,0.0326
Resource 4225,F,,3,Single,Springfield,IT,Analytical,28,3,39,1,2,8,type2,3,4,-0.9612,-0.4537,3,3,7,3,0.1494
Resource 4226,M,60,3,Married,Springfield,Production,Conceptual,23,1,42,2,1,9,type2,3,3,-0.1048,1.8688,2,3,6,3,0.1742
Resource 4227,M,42,4,Married,Franklin,Marketing,Conceptual,15,4,74,0,3,8,type2,1,3,0.7516,1.8688,2,2,8,3,0.1099
Resource 4228,F,,4,Married,Washington,Sales,Analytical,5,2,44,1,3,8,type4,4,3,1.6081,-0.4537,2,4,8,4,0.1768
Resource 4229,F,47,3,Married,Springfield,Logistics,Behavioral,10,1,23,1,3,8,type3,2,3,-0.1048,0.7075,2,4,6,4,0.3416
Resource 4230,F,45,3,Single,Lebanon,R&D,Behavioral,23,4,49,1,3,7,type3,1,4,-1.8176,0.7075,2,2,7,2,0.1402
Resource 4231,M,24,3,Married,Springfield,IT,Analytical,5,4,45,0,2,9,type2,3,3,0.7516,0.7075,2,3,9,3,0.0032
Resource 4232,M,50,4,Married,Lebanon,Logistics,Conceptual,20,4,61,1,4,5,type1,2,4,-0.9612,-0.4537,2,2,8,3,0.1033
Resource 4233,F,54,3,Single,Clinton,Quality,Behavioral,23,4,68,1,1,5,type2,2,2,0.7516,0.7075,2,3,8,5,0.0618
Resource 4234,M,27,3,Single,Springfield,Operarions,Directive,5,2,73,0,2,6,type2,3,3,0.7516,-2.7762,3,3,7,3,0.1154
Resource 4235,F,48,3,Married,Springfield,Sales,Analytical,17,2,50,1,4,6,type3,1,3,0.7516,-0.4537,2,4,6,2,0.0262
Resource 4236,F,54,4,Single,Lebanon,Human Resource Management,Behavioral,15,2,73,1,5,2,type2,3,3,-0.9612,0.7075,,3,8,3,0.7301
Resource 4237,F,20,3,Married,Lebanon,Sales,Analytical,1,1,73,1,1,8,type4,1,3,0.7516,-0.4537,2,3,9,3,0.2533
Resource 4238,M,36,4,Single,Lebanon,IT,Directive,14,1,42,1,3,7,type3,3,3,1.6081,0.7075,2,2,8,3,0.2343
Resource 4239,M,,3,Married,Lebanon,Logistics,Behavioral,11,3,39,0,4,2,type2,1,3,,-0.4537,1,4,8,3,0.0927
Resource 4240,F,56,4,Married,Washington,Sales,Directive,34,4,32,0,3,9,type3,2,2,,-1.615,2,2,8,3,0.1564
Resource 4241,F,,3,Single,Washington,Sales,Conceptual,3,1,52,0,3,7,type2,1,3,1.6081,0.7075,2,2,5,3,0.0024
Resource 4242,M,27,3,Married,Franklin,Logistics,Directive,3,1,42,1,2,8,type2,4,3,-0.9612,0.7075,2,4,8,3,0.5465
Resource 4243,F,21,1,Single,Washington,Operarions,Conceptual,2,2,46,0,2,4,type3,3,3,,0.7075,3,2,7,3,0.2831
Resource 4244,M,50,3,Married,Springfield,Logistics,Analytical,15,2,23,0,2,4,type2,3,3,-0.1048,-0.4537,,3,7,4,0.2664
Resource 4245,F,57,3,Married,Lebanon,Operarions,Directive,24,3,51,1,2,5,type3,1,3,0.7516,0.7075,3,3,7,4,0.1164
Resource 4246,M,58,1,Married,Washington,Logistics,Directive,25,3,35,0,1,8,type3,1,4,0.7516,-0.4537,2,2,7,3,0.0286
Resource 4247,M,52,3,Married,Springfield,IT,Conceptual,22,1,63,1,4,9,type0,4,4,-1.8176,-0.4537,2,3,5,3,0.261
Resource 4248,M,24,4,Married,Washington,Logistics,Conceptual,5,3,49,1,1,4,type2,2,2,-1.8176,-2.7762,1,3,7,3,0.0759
Resource 4249,F,33,3,Married,Washington,Operarions,Directive,11,2,60,1,2,5,type3,1,3,0.7516,0.7075,2,2,7,3,0.4828
Resource 4250,M,32,4,Married,Lebanon,Sales,Behavioral,7,2,45,1,1,5,type2,2,5,1.6081,0.7075,,3,7,5,0.0364
Resource 4251,M,42,3,Single,Lebanon,Sales,Behavioral,14,1,64,1,4,7,type2,4,3,1.6081,-0.4537,3,4,7,3,0.112
Resource 4252,F,39,4,Married,Springfield,Marketing,Directive,13,3,25,0,4,5,type2,4,3,-0.9612,-0.4537,1,3,8,3,0.5757
Resource 4253,F,27,3,Married,Franklin,Human Resource Management,Directive,3,3,48,0,5,6,type3,1,2,-1.8176,0.7075,2,2,7,3,0.2227
Resource 4254,M,59,5,Married,Franklin,Purchasing,Analytical,31,2,50,0,1,8,type2,3,3,-0.9612,-0.4537,2,3,6,3,0.691
Resource 4255,M,47,3,Single,Lebanon,Logistics,Analytical,10,2,42,2,4,5,type3,1,3,-0.1048,0.7075,2,3,7,4,0.1149
Resource 4256,F,57,4,Single,Washington,Human Resource Management,Behavioral,28,3,66,2,3,2,type3,1,3,0.7516,-0.4537,2,2,7,2,0.0303
Resource 4257,F,48,4,Single,Springfield,Sales,Analytical,23,3,51,1,3,6,type2,3,2,0.7516,-0.4537,2,3,6,3,0.3872
Resource 4258,F,63,1,Married,Clinton,Purchasing,Directive,30,1,41,0,5,8,type2,3,3,0.7516,-0.4537,2,2,8,5,0.1294
Resource 4259,F,43,5,Married,Lebanon,Purchasing,Conceptual,7,2,25,1,1,5,type3,2,3,-0.1048,0.7075,1,4,7,3,0.1569
Resource 4260,M,43,3,Married,Lebanon,Accounting and Finance,Directive,8,3,29,1,5,6,type2,3,3,-0.9612,-0.4537,1,4,9,4,0.1614
Resource 4261,F,54,3,Married,Washington,Operarions,Directive,25,2,43,1,2,6,type3,3,3,0.7516,-0.4537,2,1,8,3,0.0933
Resource 4262,M,23,3,Married,Franklin,Accounting and Finance,Directive,4,1,67,1,4,9,type2,3,3,0.7516,0.7075,2,3,7,3,0.2667
Resource 4263,M,26,2,Single,Lebanon,IT,Directive,,3,37,2,2,9,type4,3,3,1.6081,-0.4537,2,4,8,3,0.0097
Resource 4264,M,21,3,Married,Lebanon,Production,Analytical,2,2,45,1,2,7,type3,3,4,-0.1048,0.7075,2,3,6,3,0.4239
Resource 4265,F,48,3,Married,Washington,Accounting and Finance,Directive,14,3,70,1,4,6,type2,3,4,1.6081,-0.4537,3,2,7,5,0.1268
Resource 4266,M,50,3,Single,Clinton,Accounting and Finance,Analytical,25,4,59,1,4,6,type2,4,2,0.7516,-1.615,2,3,9,3,0.1514
Resource 4267,M,37,3,Single,Springfield,Logistics,Conceptual,9,3,37,1,2,2,type2,2,3,0.7516,-1.615,2,4,7,3,0.0877
Resource 4268,F,27,3,Married,Lebanon,IT,Conceptual,4,1,69,1,1,7,type3,3,4,-1.8176,-0.4537,2,3,8,3,0.134
Resource 4269,M,46,1,Married,Lebanon,Sales,Directive,16,1,44,0,4,9,type2,5,3,-0.1048,-0.4537,2,3,7,4,0.5901
Resource 4270,F,26,3,Married,Clinton,IT,Conceptual,4,1,30,1,2,8,type3,2,2,,-0.4537,1,4,8,3,0.729
Resource 4271,M,32,3,Married,Springfield,Human Resource Management,Analytical,3,1,53,2,1,6,type4,2,3,-0.9612,-0.4537,1,3,7,2,0.0136
Resource 4272,M,20,3,Married,Lebanon,R&D,Directive,1,1,54,1,3,3,type1,4,3,-0.9612,-0.4537,2,3,7,3,0.1174
Resource 4273,M,,4,Married,Franklin,R&D,Conceptual,3,1,51,0,4,4,type2,1,3,-0.1048,-0.4537,3,4,9,3,0.2991
Resource 4274,F,40,3,Married,Lebanon,Human Resource Management,Analytical,17,3,74,1,3,8,type2,2,5,0.7516,0.7075,2,3,9,5,0.1268
Resource 4275,F,59,3,Single,Franklin,Accounting and Finance,Directive,30,2,69,1,3,8,type2,3,2,1.6081,-0.4537,2,2,7,3,0.4315
Resource 4276,M,52,1,Single,Springfield,Sales,Conceptual,28,3,59,1,5,4,type0,3,1,-0.1048,1.8688,2,2,6,3,0.157
Resource 4277,F,53,4,Married,Lebanon,IT,Behavioral,20,3,28,2,1,4,type2,3,4,0.7516,-0.4537,2,3,7,3,0.3885
Resource 4278,F,55,4,Married,Springfield,Logistics,Analytical,25,2,44,1,3,8,type2,3,3,1.6081,0.7075,2,3,7,3,0.1431
Resource 4279,M,26,3,Married,Lebanon,Accounting and Finance,Analytical,2,2,25,1,3,6,type0,4,3,0.7516,1.8688,1,3,8,3,0.225
Resource 4280,F,25,4,Married,Clinton,Logistics,Conceptual,6,4,36,1,4,5,type2,2,5,,-1.615,3,2,6,4,0.1593
Resource 4281,F,27,1,Married,Franklin,Production,Directive,5,1,50,1,1,4,type2,3,3,-0.1048,-0.4537,2,3,6,4,0.0859
Resource 4282,M,28,1,Married,Washington,Accounting and Finance,Analytical,6,2,20,0,3,5,type3,2,3,-0.1048,-0.4537,2,3,7,3,0.6454
Resource 4283,M,31,3,Single,Franklin,IT,Directive,7,4,22,1,2,6,type2,4,1,-0.9612,0.7075,,2,7,4,0.6192
Resource 4284,M,43,1,Single,Springfield,IT,Analytical,19,4,61,1,2,5,type2,1,3,,-0.4537,2,2,8,4,0.0806
Resource 4285,F,,4,Single,Lebanon,Logistics,Behavioral,34,2,31,1,3,7,type2,1,3,-0.1048,0.7075,1,4,6,3,0.0828
Resource 4286,F,22,2,Single,Washington,IT,Conceptual,3,3,23,1,4,2,type3,3,3,-0.1048,0.7075,1,2,5,3,0.1223
Resource 4287,M,35,4,Married,Lebanon,Operarions,Analytical,11,1,57,1,2,6,type2,4,3,-1.8176,0.7075,,3,6,5,0.4829
Resource 4288,F,25,4,Married,Lebanon,Operarions,Analytical,6,1,38,0,3,3,type2,3,2,-0.9612,0.7075,2,2,5,3,0.0341
Resource 4289,M,19,4,Single,Franklin,Sales,Behavioral,0,0,45,1,5,8,type2,4,3,1.6081,0.7075,2,4,9,3,0.1951
Resource 4290,F,27,4,Married,Springfield,Sales,Directive,3,3,34,1,3,7,type2,3,3,-0.1048,-0.4537,2,4,5,3,0.1932
Resource 4291,F,65,1,Married,Franklin,Sales,Behavioral,32,2,56,2,1,8,type2,3,4,,-0.4537,2,2,8,4,0.5331
Resource 4292,F,59,5,Married,Lebanon,Purchasing,Conceptual,33,3,69,1,3,5,type3,3,2,1.6081,-2.7762,2,5,8,3,0.0193
Resource 4293,M,62,3,Single,Lebanon,R&D,Directive,34,3,21,2,4,9,type3,2,3,-0.9612,-0.4537,1,4,5,3,0.2997
Resource 4294,M,54,4,Married,Franklin,IT,Conceptual,24,3,60,2,1,6,type3,3,3,1.6081,-0.4537,,4,7,3,0.0274
Resource 4295,M,30,3,Single,Clinton,Marketing,Analytical,8,1,63,1,3,6,type3,2,4,-1.8176,-0.4537,2,3,6,3,0.0595
Resource 4296,M,22,3,Married,Lebanon,IT,Behavioral,3,2,61,2,4,6,type2,1,3,-0.1048,0.7075,2,4,8,3,0.0713
Resource 4297,F,63,2,Single,Lebanon,Production,Behavioral,39,2,29,1,1,7,type2,3,3,-1.8176,-0.4537,3,3,7,4,0.0204
Resource 4298,M,47,1,Single,Lebanon,IT,Conceptual,22,2,23,1,3,4,type3,4,3,0.7516,-0.4537,2,3,8,4,0.1484
Resource 4299,F,25,4,Married,Lebanon,Sales,Behavioral,6,2,31,1,2,5,type2,1,5,-0.1048,0.7075,2,2,7,5,0.1283
Resource 4300,F,57,5,Single,Lebanon,Logistics,Directive,22,4,54,1,3,8,type2,1,1,0.7516,-0.4537,1,2,8,1,0.0956
Resource 4301,M,42,5,Single,Washington,Accounting and Finance,Conceptual,17,1,66,1,4,7,type2,1,3,-0.1048,-0.4537,2,2,7,3,0.3709
Resource 4302,M,49,4,Married,Springfield,Operarions,Conceptual,12,3,74,1,2,8,type3,4,1,0.7516,-0.4537,2,3,8,5,0.1422
Resource 4303,F,42,3,Single,Franklin,R&D,Conceptual,8,1,47,1,3,4,type2,4,3,-1.8176,1.8688,2,2,8,2,0.6499
Resource 4304,M,36,5,Married,Clinton,R&D,Directive,13,2,72,1,3,8,type2,4,3,1.6081,-1.615,2,4,5,3,0.1904
Resource 4305,F,27,5,Married,Franklin,IT,Directive,5,1,38,0,5,4,type2,2,1,0.7516,-0.4537,2,2,7,4,0.2252
Resource 4306,M,58,1,Married,Lebanon,Sales,Conceptual,27,4,66,1,3,6,type2,4,1,-0.9612,1.8688,1,2,6,3,0.2468
Resource 4307,M,51,4,Married,Springfield,Operarions,Directive,13,4,52,1,3,4,type2,2,3,0.7516,0.7075,2,2,7,3,0.1858
Resource 4308,M,43,3,Married,Washington,R&D,Directive,4,3,45,1,3,4,type3,2,3,-0.1048,-0.4537,2,4,6,2,0.1496
Resource 4309,F,35,3,Married,Washington,Accounting and Finance,Behavioral,9,3,57,0,5,8,type2,1,1,-1.8176,-0.4537,2,2,9,2,0.1152
Resource 4310,F,43,3,Married,Springfield,Human Resource Management,Directive,18,2,27,2,4,3,type2,1,4,0.7516,-0.4537,2,2,7,3,0.0429
Resource 4311,M,,4,Married,Franklin,Sales,Behavioral,14,3,33,1,2,7,type3,3,3,-0.9612,-0.4537,1,2,8,3,0.0511
Resource 4312,F,23,3,Single,Lebanon,IT,Behavioral,4,3,63,0,3,6,type3,1,3,-0.9612,-0.4537,3,5,5,3,0.1072
Resource 4313,F,,4,Single,Franklin,R&D,Behavioral,3,1,45,0,2,8,type2,3,3,-1.8176,1.8688,2,4,7,3,0.2915
Resource 4314,M,23,5,Married,Lebanon,Logistics,Directive,4,2,22,0,4,10,type3,3,2,0.7516,-0.4537,1,2,8,5,0.1232
Resource 4315,F,,5,Married,Washington,Sales,Behavioral,4,2,41,1,2,8,type2,4,2,0.7516,0.7075,2,4,6,5,0.2728
Resource 4316,F,,2,Married,Lebanon,R&D,Behavioral,21,3,43,0,4,5,type3,2,3,0.7516,1.8688,2,2,8,3,0.5928
Resource 4317,M,45,4,Married,Clinton,Accounting and Finance,Behavioral,15,1,36,1,3,7,type4,2,4,1.6081,-0.4537,2,1,8,4,0.2148
Resource 4318,M,21,1,Single,Franklin,Logistics,Analytical,2,2,49,0,3,10,type2,3,4,-0.9612,-0.4537,2,3,5,2,0.2326
Resource 4319,M,28,3,Single,Springfield,Logistics,Analytical,5,4,49,0,5,6,type3,3,3,-0.9612,-1.615,1,4,6,3,0.029
Resource 4320,F,25,2,Married,Lebanon,Operarions,Behavioral,6,3,22,1,3,4,type2,3,3,0.7516,0.7075,,3,6,5,0.0536
Resource 4321,M,29,3,Married,Springfield,Marketing,Directive,,4,34,1,2,6,type3,1,3,-0.9612,-0.4537,1,3,7,3,0.6792
Resource 4322,F,42,4,Single,Washington,Operarions,Behavioral,14,4,31,1,1,6,type2,1,3,-1.8176,0.7075,2,3,8,5,0.055
Resource 4323,M,24,5,Married,Franklin,IT,Analytical,5,2,45,1,1,6,type2,2,3,0.7516,-0.4537,1,2,8,3,0.0863
Resource 4324,M,65,3,Married,Clinton,Logistics,Behavioral,33,4,61,1,2,9,type2,3,2,1.6081,-0.4537,2,5,6,4,0.0613
Resource 4325,F,58,5,Married,Lebanon,R&D,Directive,26,2,31,1,3,6,type3,3,3,-1.8176,0.7075,2,5,7,2,0.0013
Resource 4326,F,20,4,Single,Springfield,Logistics,Analytical,,1,61,1,2,9,type2,3,3,-0.1048,-0.4537,1,3,6,3,0.3987
Resource 4327,F,22,2,Single,Springfield,Logistics,Behavioral,3,2,72,1,5,5,type3,4,3,-0.1048,-1.615,1,2,5,5,0.1705
Resource 4328,F,46,1,Married,Washington,Logistics,Behavioral,7,2,53,1,2,6,type2,3,1,-1.8176,-0.4537,2,3,8,1,0.0828
Resource 4329,M,25,4,Married,Franklin,Logistics,Behavioral,6,3,27,1,1,7,type2,3,3,0.7516,-0.4537,2,2,8,5,0.0319
Resource 4330,F,21,4,Married,Washington,Marketing,Conceptual,2,1,48,0,2,6,type0,3,3,0.7516,0.7075,,3,8,3,0.1598
